index,rank,book,german,english,gender,german_sentence,english_sentence
8988,8938,4,das Armaturenbrett,the dashboard,N,Armaturenbrett und andere Innenteile nicht beschädigen.,Be careful not to damage the dashboard or other interior pieces.
8989,8939,4,die Bardame,the barmaid,F,Ich bin wegen des Jobs als Bardame hier.,I'm here about the job as a barmaid.
8990,8940,4,Haschisch,hashish,N/M,Ich stand unter dem Einfluss einer ziemlich wirksamen Mischung Haschisch.,I was under the influence of a fairly potent blend of hashish.
8991,8941,4,rühmen,to praise,vb,"Alle, die es sich zur Aufgabe gemacht haben, die Stabilität in der Region zu",All those who have made it their job to praise the stability in the region should
8992,8942,4,die Elektrik,the electricity,F,"Dann bekommen wir auch Straßen, Wasser und Elektrik.","We'll also get roads, water, and electricity."
8993,8943,4,taktisch,tactical / strategically,adj,"Das war taktisch, nicht persönlich.","It was tactical, not personal."
8994,8944,4,rapide,rapid / rapidly,adj,Die Gewinne der Firma stiegen rapide.,The company's profits rose rapidly.
8995,8945,4,beurlauben,to take a leave of absence,vb,"Sag ihr, dass du dich beurlauben lässt.",Tell her you're taking a leave of absence.
8996,8946,4,maskieren,to mask,vb,Er hat die IP maskiert und einen Proxy Server benutzt.,He masked the IP using a proxy server.
8997,8947,4,die Mätresse,the mistress,F,"Aber seine Mätresse weigert sich, ihn zu pflegen.",His mistress refuses to care for him.
8998,8948,4,die Seifenoper,the soap opera,F,Und ich klinge wie eine schlechte Seifenoper.,And I sound like a bad soap opera.
8999,8949,4,zudröhnen,to get stoned (coll),vb,Wir können uns zudröhnen und einen Film anschauen.,We can get stoned and watch a movie.
9000,8950,4,der Kondensator,the capacitor,M,Der Kondensator hat den Vorteil einer guten Vibrationsfertigkeit.,The capacitor has the advantage of good resistance to vibration.
9001,8951,4,fortgeschritten,advanced,adj,Die Roboter-Technologie ist heutzutage ziemlich fortgeschritten.,Technologie ist heutzutage ziemlich fortgeschritten.
9002,8952,4,das Rechtssystem,the legal system,N,Ich habe keine Angst vor Ihrem Rechtssystem.,I am not afraid of your legal system.
9003,8953,4,die Geschlechtskrankheit,the venereal disease,F,"Ich fürchte, ich habe mir eine Geschlechtskrankheit zugezogen.",I'm afraid I've contracted a venereal disease.
9004,8954,4,hinfliegen,to fly (there),vb,Ich sollte da Morgen auch wieder hinfliegen.,I'm supposed to fly there tomorrow.
9005,8955,4,der Augapfel,the eyeball,M,Ich werde mir meine Augäpfel bleichen lassen.,I'm going to get my eyeballs whitened.
9006,8956,4,verkorksen,to mess up (coll),vb,Aber Schlaftabletten verkorksen einen nur.,Sleeping pills will mess you up.
9007,8957,4,der Verfolgungswahn,the paranoia,M,Sie haben wohl den Verfolgungswahn Ihres Vaters geerbt.,I think you've inherited your father's paranoia.
9008,8958,4,das Erdöl,the (crude) oil,N,Damit würden Prozent Erdöl eingespart.,It would save 20% of oil.
9009,8959,4,haarig,hairy,adj,"Ähm, du bist haarig und unattraktiv.",You're hairy and unattractive.
9010,8960,4,im,Nachhinein in retrospect,phr,"Im Nachhinein sah John ein, dass er nicht mit beiden Schwestern gleichzeitig","In retrospect, John realized he shouldn't have been dating both sisters at the"
9011,8961,4,die Beschädigung,the damage,F,Verfahren zur Bewertung der Beschädigung von Gesteinsstrukturen im,Method of evaluating the damage to rock structures in a well.
9012,8962,4,hierherkommen,to come here,vb,Du hättest niemals hierherkommen sollen.,You should have never come here.
9013,8963,4,der Verbraucher,the consumer,M,Die Mehrheit der Verbraucher spricht sich gegen Plastiktüten aus.,The majority of consumers are opposed to plastic bags.
9014,8964,4,frigide,frigid,adj,"Bisher sagten mir die Ärzte, ich sei frigide.","Up until tonight, the doctors had told me that I was frigid."
9015,8965,4,der Ladendiebstahl,the shoplifting,M,Seine Frau wurde gerade wegen Ladendiebstahl festgenommen.,His wife just got picked up for shoplifting.
9016,8966,4,das Münztelefon,the pay phone,N,Ich habe ein Münztelefon die Straße rauf gesehen.,I saw a pay phone up the street.
9017,8967,4,der Panther,the panther,M,Wieso heißt er der Rosarote Panther?,Why is it called the Pink Panther?
9018,8968,4,die Bauchspeicheldrüse,the pancreas,F,Die Bauchschmerzen kommen von einer Zyste in ihrer Bauchspeicheldrüse.,Stomach pain is from a cyst in her pancreas.
9019,8969,4,die Ideologie,the ideology,F,"Die vorherrschende Ideologie des Regimes war nicht Marxismus-Leninismus,","The regime's dominant ideology was not Marxism-Leninism, but suspicion"
9020,8970,4,(he)runterziehen,to pull down,vb,"Nicht runterziehen, dann geht sie nicht mehr zu.","Don't pull it down, or we'll never lift it up again."
9021,8971,4,der Urknall,the big bang,M,"Noch einmal, das alles datiert zurück zum Urknall.","Once again, it all goes back to the Big Bang."
9022,8972,4,das Raster,the grid / raster,N,Sie sehen auf der Zeichenfläche das isometrische Raster.,The isometric grid can be seen in the drawing area.
9023,8973,4,der Lümmel,the cad,M,Weil er sich kleidet wie ein Lümmel.,Because he dresses like a cad.
9024,8974,4,der Geländewagen,the off-road vehicle,M,"Es wurde berichtet, dass ein Reisebus letzte Woche mit einem Geländewagen",It was reported that a coach collided with an off-road vehicle on the
9025,8975,4,die Belegschaft,the staff,F,Die Lohnkürzungen kamen bei der Belegschaft nicht gut an.,The pay cuts didn't go down well with the company staff.
9026,8976,4,die Zauberformel,the incantation,F,Die Zauberformel muss der Wächter selbst sprechen.,The Guardian has to speak the incantation himself.
9027,8977,4,das Judentum,the Judaism,N,"Ich glaube, er ist nur wegen der Witze zum Judentum konvertiert.",I believe he converted to Judaism just for the jokes.
9028,8978,4,die Sterblichkeit,the mortality,F,Es erinnert an unsere eigene Sterblichkeit.,Because it reminds us of our own mortality.
9029,8979,4,der Weihnachtstag,the Christmas Day,M,Ich fühle mich wie Kind am Weihnachtstag.,I feel like a child on Christmas Day.
9030,8980,4,die Ortung,the location,F,Können Sie mir ein Signal zu Ihrer Ortung geben?,Can you give me a signal of your location?
9031,8981,4,grünlich,greenish,adj,"Weißt du, in diesem Licht siehst du irgendwie grünlich aus.",You know this light is making you look sort of greenish.
9032,8982,4,fragil,fragile,adj,"Sie scheint so stark, jedoch ist sie ziemlich fragil.","She seems so strong, but yet she's quite fragile."
9033,8983,4,das Naturell,the disposition (fml),N,"Ich hoffe, Sie haben sein Naturell nicht geerbt.","Well, I hope you haven't inherited his disposition."
9034,8984,4,fortwährend,perpetual / perpetually,adj,Anderenfalls wären wir fortwährend betrunken.,"Otherwise, we would be perpetually drunk."
9035,8985,4,necken,to tease,vb,"Es war nicht nett, deine alte Mutter zu necken.",It wasn't nice to tease your old mother.
9036,8986,4,der Besuch,the visit,M,Dieser Besuch ist so unglaublich aufregend für mich.,"It has been such a tremendous excitement for me, this visit."
9037,8987,4,verwerfen,to discard,vb,"Sie können wählen, ob Sie infizierte Dateien verwerfen oder bereinigen",You can choose whether to discard or clean infected files.
9038,8988,4,zusammenhängen,to be connected / hang together,vb,Es muss mit einem Ihrer Fälle zusammenhängen.,"This has to be connected to one of your cases, right?"
9039,8989,4,der Stadtrand,the outskirts,M,Das traditionsreiche Hotel-Restaurant befindet sich am westlichen Stadtrand,The long-standing Hotel-Restaurant is located on the western outskirts of
9040,8990,4,feurig,fiery / ardently,adj,"Sie ist ziemlich erstaunlich – schlau, leidenschaftlich, feurig.","She's pretty amazing – smart, passionate, fiery."
9041,8991,4,erkenntlich,grateful / recognizable,adj,Sie kooperieren und das Amt zeigt sich erkenntlich.,"You cooperate with us, and the board will be grateful."
9042,8992,4,die Ansammlung,the collection,F,Das ist keine wahllose Ansammlung von Sachen.,This isn't just a random collection of things.
9043,8993,4,heidnisch,pagan,adj,Eine der Frauen meines Flügels ist eine heidnische Hexe.,One of the women in my wing is a pagan sorceress.
9044,8994,4,der Anstoß,the impetus,M,Wir wollen einen Anstoß für die Zukunft der europäischen Innenpolitik geben.,We want to provide the impetus for the future of European home affairs
9045,8995,4,die Enthüllung,the revelation,F,Das ist wahrscheinlich die größte Enthüllung deines Lebens.,This is probably the biggest revelation of your entire life.
9046,8996,4,der Kollaps,the collapse,M,Nur eine Handvoll der effizientesten Hersteller überlebten den Kollaps nach,Only a handful of the most efficient producers survived the collapse of the
9047,8997,4,unsinnig,absurd / absurdly,adj,Sie halten das Projekt aus ökologischen und ökonomischen Gründen für,They consider the project to be absurd for environmental and economic
9048,8998,4,präparieren,to groom / prepare,vb,Objektträger nach der Probenentnahme sofort präparieren.,Prepare slides immediately after specimen collection.
9049,8999,4,das Menschenblut,the human blood,N,Menschenblut ist die Lebenskraft eines Unsterblichen.,Human blood is the life force of an immortal.
9050,9000,4,nutzbar,usable,adj,Eines dieser Merkmale ist die nutzbare Kapazität.,Usable capacity is one of those features.
9051,9001,4,das Versteckspiel,the hide-and-seek,N,"Wir dachten uns nur, dass wir ein kleines Versteckspiel spielen.",We just thought we'd play a little hide-and-seek.
9052,9002,4,leblos,lifeless / lifelessly,adj,Der ganze Planet wirkt verlassen und leblos.,The planet seems abandoned and lifeless.
9053,9003,4,die Diva,the diva,F,"Ja, ich babysitte für eine prominente Diva aus Manhattan.","Yes, I babysit for a Manhattan socialite diva."
9054,9004,4,das Weibsbild,the woman (coll),N,"Wer ist dieses hysterische, gefährliche Weibsbild?",Who is that dangerously unbalanced woman?
9055,9005,4,der Leopard,the leopard,M,Der Leopard greift dich nicht an.,That leopard will not attack you.
9056,9006,4,hurtig,swift / swiftly,adj,"Dann veranlassen Sie alles Nötige, aber ein bisschen hurtig!","Well, do what needs to be done and do it swiftly."
9057,9007,4,einfügen,to insert,vb,Sie können zahlreiche Symbole in ein Dokument einfügen.,You can insert a variety of symbols into your document.
9058,9008,4,todmüde,dead tired,adj,"Ich wette, du bist todmüde.",I'll bet you're dead tired.
9059,9009,4,der Humbug,the humbug,M,Keine Zeit für den Humbug.,I don't have time for that humbug.
9060,9010,4,wittern,to smell,vb,Sie wittern Blut im Wasser und man ist so gut wie tot.,"They smell blood in the water, and you're as good as dead."
9061,9011,4,die Admiralität,the Admiralty,F,"Soll ich dich begleiten, wenn du der Admiralität Bericht erstattest?",You want some company when you report to the Admiralty?
9062,9012,4,der Inhaber,the owner,M,"Der Inhaber des Gasthauses gestattete es ihr, Tischabfälle mit nach Hause zu",The restaurant owner allowed her to take table scraps home to feed all of her
9063,9013,4,das Schläfchen,the nap,N,Genug Zeit für ein langes Schläfchen.,"Plenty of time for a nice, long nap."
9064,9014,4,das Mittelamerika,the Central America,N,Das Problem in Mittelamerika wird gröber.,The problem in Central America is growing worse.
9065,9015,4,bezwecken,to intend,vb,Diese Beihilfen bezwecken eine Senkung der Betriebskosten der,This aid is intended to reduce the running costs of fisheries undertakings.
9066,9016,4,frontal,frontal / head-on,adj,Ein Betrunkener kam über die Linie und traf mich frontal.,A drunk driver came over the line and hit me head on.
9067,9017,4,bereitwillig,readily / willing,adv,"Und ich weiß, dass du es bereitwillig annehmen wirst.",And I know you will willingly embrace it.
9068,9018,4,der Glücksfall,the stroke of luck,M,"Aber vielleicht sollten wir es als Glücksfall betrachten, dass diese Genies ihr",But perhaps we should consider it a stroke of luck that these geniuses created
9069,9019,4,der Schönling,the pretty boy (coll),M,"Dich habe ich ohnehin nie gemocht, du Schönling.","Pretty boy, I never liked you anyway."
9070,9020,4,nachdenklich,thoughtful / thoughtfully,adj,Es war mein Geburtstag und ich war nachdenklich.,"It was my birthday, and I was feeling thoughtful."
9071,9021,4,die Modenschau,the fashion show,F,Wir machen mit der Modenschau später weiter.,We'll continue the fashion show later.
9072,9022,4,der Hauptgewinn,the jackpot,M,Du hast gerade den Hauptgewinn gezogen.,You just hit the jackpot.
9073,9023,4,jonglieren,to juggle / juggling,vb,Bei Ihnen sieht das Jonglieren einfach aus.,You make juggling look easy.
9074,9024,4,bemerkbar,noticeable / perceptible,adj,Fingerabdrücke auf dem Bildschirm können sich störend bemerkbar machen.,Fingerprints on the screen may be noticeable.
9075,9025,4,grimmig,grim / grimly,adj,"Der Text ist grimmig, aber sie reagieren auf die Melodie.","The lyrics are rather grim, but it's the melody they respond to."
9076,9026,4,umringen,to surround,vb,Die entbindende Frau tritt in das Zelt und die Frauen des Stammes umringen,"The woman in labor enters a tent, and the women of her tribe surround her"
9077,9027,4,einlaufen,to shrink / arrive,vb,"Meine T-Shirts sind eingelaufen, das ist alles.",It's just that my T-shirts have shrunk.
9078,9028,4,Vorväter,ancestors,,Die großen Geheimnisse der Vorväter sind verschwunden.,All those great secrets of our ancestors are almost gone.
9079,9029,4,die Beschuldigung,the accusation,F,Ich finde diese Beschuldigung inakzeptabel und beleidigend.,I find that accusation unacceptable and offensive.
9080,9030,4,redlich,honest / honestly,adj,Diese Briefe weisen sie als eine redliche Dame aus.,These letters reveal her to be an honest lady.
9081,9031,4,unentwegt,constantly,adv,Sie reden nicht unentwegt ohne ersichtlichen Grund.,They don't talk incessantly for no particular reason.
9082,9032,4,sehnsüchtig,longing / longingly,adj,Ihr Klassenkollege John betrachtet sie sehnsüchtig.,Her classmate John watches her with longing.
9083,9033,4,dienstlich,official / officially,adj,"Ich fürchte, sein Besuch ist dienstlich.",I'm afraid he's coming here officially.
9084,9034,4,die Diplomatie,the diplomacy,F,Sie scheinen sein Talent für Diplomatie geerbt zu haben.,You seem to have inherited his touch for diplomacy.
9085,9035,4,trügen,to deceive,vb,"Der Körper mag trügen, jedoch niemals der Intellekt.",The body may deceive but never intellect.
